dataset;column;timeseries;coltype;timeseries_agg
spender_postmortem_labor_urin;urinary_sediment;True;feature;latest
spender_postmortem_labor_urin;urine_ph;True;feature;latest
spender_postmortem_labor_virologie;communicated_date;True;metadata;latest
spender_postmortem_labor_virologie;cytomegalovirus_igg;True;feature;latest
spender_postmortem_labor_virologie;cytomegalovirus_igm;True;feature;latest
spender_postmortem_labor_virologie;epstein_barr_virus_igg;True;feature;latest
spender_postmortem_labor_virologie;examination_date;True;metadata;latest
spender_postmortem_labor_virologie;hepatitis_b_core_antibodies;True;feature;latest
spender_postmortem_labor_virologie;hepatitis_b_core_igm;False;feature;
spender_postmortem_labor_virologie;hepatitis_b_dna;False;feature;
spender_postmortem_labor_virologie;hepatitis_b_surface_antibodies;True;feature;latest
spender_postmortem_labor_virologie;hepatitis_b_surface_antibodies_iu_per_l;True;feature;latest
spender_postmortem_labor_virologie;hepatitis_b_surface_antigens;True;feature;latest
spender_postmortem_labor_virologie;hepatitis_c_akr;True;feature;latest
spender_postmortem_labor_virologie;hepatitis_c_antibodies;True;feature;latest
spender_postmortem_labor_virologie;hepatitis_c_rna;False;feature;
spender_postmortem_labor_virologie;hiv_antibodies;True;feature;latest
spender_postmortem_labor_virologie;hiv_antibody_westernblot;False;feature;
spender_postmortem_labor_virologie;hiv_antigens;True;feature;latest
spender_postmortem_labor_virologie;hiv_rna1;False;feature;
spender_postmortem_labor_virologie;hiv_rna2;False;feature;
spender_postmortem_labor_virologie;meningitis;False;feature;
spender_postmortem_labor_virologie;result_date;True;metadata;latest
spender_postmortem_labor_virologie;sampling_date;True;metadata;latest
spender_postmortem_labor_virologie;sampling_tissue;True;metadata;latest
spender_postmortem_labor_virologie;sepsis;False;feature;
spender_postmortem_labor_virologie;syphilis;True;feature;latest
spender_postmortem_labor_virologie;toxoplasmosis;True;feature;latest
spender_postmortem_medikation;antibiotics_reason;True;feature;latest
spender_postmortem_medikation;antibiotics_text;True;feature;latest
spender_postmortem_medikation;backtable;False;feature;
spender_postmortem_medikation;bloodgroup;True;feature;latest
spender_postmortem_medikation;communicated_date;True;metadata;latest
spender_postmortem_medikation;dosage;True;metadata;keep
spender_postmortem_medikation;dosage_unit;True;metadata;keep
spender_postmortem_medikation;end_date;True;feature;max
spender_postmortem_medikation;medication_type;True;metadata;keep
spender_postmortem_medikation;name;True;metadata;keep
spender_postmortem_medikation;other_bloodproduct;True;metadata;keep
spender_postmortem_medikation;perfusion_location;True;metadata;keep
spender_postmortem_medikation;plasma_note;True;metadata;keep
spender_postmortem_medikation;start_date;True;feature;min
spender_postmortem_medikation;transfusion;True;metadata;keep
spender_postmortem_monitoring;cardiac_arrest_min;True;feature;latest
spender_postmortem_monitoring;central_venous_pressure_mm_hg;True;feature;latest
spender_postmortem_monitoring;communicated_date;True;metadata;keep
spender_postmortem_monitoring;date;True;metadata;keep
spender_postmortem_monitoring;diastolic_blood_pressure_mm_hg;True;feature;latest
spender_postmortem_monitoring;diastolic_min_blood_pressure_mm_hg;True;feature;latest
spender_postmortem_monitoring;diuresis_interval_h;True;feature;latest
spender_postmortem_monitoring;diuresis_last_hour_ml;True;feature;latest
spender_postmortem_monitoring;diuresis_ml;True;feature;latest
spender_postmortem_monitoring;heart_bpm;True;feature;latest
spender_postmortem_monitoring;hypertension_duration_min;True;feature;latest
spender_postmortem_monitoring;hypotension_duration_min;True;feature;latest
spender_postmortem_monitoring;left_apex_diaphragma_cm;True;feature;latest
spender_postmortem_monitoring;left_apex_left_cpa_cm;True;feature;latest
spender_postmortem_monitoring;peakpressure_cm_h2o;False;feature;
spender_postmortem_monitoring;right_apex_diaphragma_cm;True;feature;latest
spender_postmortem_monitoring;right_apex_right_cpa_cm;True;feature;latest
spender_postmortem_monitoring;right_cpa_left_cpa_cm;False;feature;
spender_postmortem_monitoring;steatosis_hepatis;False;feature;
spender_postmortem_monitoring;systolic_blood_pressure_mm_hg;True;feature;latest
spender_postmortem_monitoring;systolic_min_blood_pressure_mm_hg;True;feature;latest
spender_postmortem_monitoring;temp_deg_celsius;True;feature;latest
spender_postmortem_monitoring;thorax_circumference_cm;True;feature;latest
spender_postmortem_untersuchungen;communicated_date;True;metadata;keep
spender_postmortem_untersuchungen;examination_date;True;metadata;keep
spender_postmortem_untersuchungen;examination_date_et;True;metadata;keep
spender_postmortem_untersuchungen;examination_result;True;feature;keep
spender_postmortem_untersuchungen;examination_type;True;feature;keep
spender_postmortem_untersuchungen;result_date;True;metadata;keep
transplantation;aborted;True;followup;keep
transplantation;acceptable_mismatch_program;False;feature;
transplantation;admission_date;False;feature;
transplantation;assignment_program;False;feature;
transplantation;assignment_type;False;feature;
transplantation;cold_ischemia_time_min;True;feature;max
transplantation;creatinine_post_operation_umol_per_l;False;feature;
transplantation;date_explanation_of_failure;False;followup;
transplantation;destination;False;feature
transplantation;dialysis_count;True;feature;keep
transplantation;discharge_date;True;followup;keep
transplantation;discharge_reason_code;True;followup;keep
transplantation;failure_reason;False;followup;
transplantation;first_hour_urine_production_ml_per_hour;False;followup;
transplantation;hospitilization_date;True;feature;latest
transplantation;icd10;True;feature;keep
transplantation;immunosuppression_a;False;feature;keep
transplantation;immunosuppression_a_initial;False;feature;keep
transplantation;immunosuppression_b;False;feature;keep
transplantation;immunosuppression_b_initial;False;feature;keep
transplantation;immunosuppression_c;False;feature;keep
transplantation;immunosuppression_c_initial;False;feature;keep
transplantation;immunosuppression_d;False;feature;keep
transplantation;immunosuppression_d_initial;False;feature;keep
transplantation;implant_side;False;feature;keep
transplantation;kidney_cause_of_death;False;followup;
transplantation;kidney_function;True;followup;keep
transplantation;kidney_pancreas_bleeding;False;followup;
transplantation;kidney_pancreas_complications_general;False;followup;
transplantation;kidney_pancreas_complications_other;False;followup;
transplantation;kidney_pancreas_donor_compatible;False;feature;
transplantation;kidney_pancreas_operation_type;False;feature;
transplantation;kidney_rejection;True;followup;keep
transplantation;kidney_retransplant;True;followup;keep
transplantation;kidney_single_or_both;True;feature;latest
transplantation;last_followup_date;False;followup;
transplantation;lost_to_followup;False;followup;
transplantation;operation_date;True;metadata;latest
transplantation;ops_code;True;feature;keep
transplantation;organ;False;feature;
transplantation;pancreas_insulin_free;False;feature;
transplantation;pancreas_removal_necessary;False;feature;
transplantation;pancreatic_drainage;False;feature;
transplantation;post_operation_functional;False;followup;
transplantation;postop_organ_failure_date;False;followup;
transplantation;remaining_urine_production_ml_per_hour;False;followup;
transplantation;reoperation_kidney_pancreas;False;followup;
transplantation;urine_production_ml_per_hour;False;followup;
transplantation;vene_drainage;False;feature;
transplantation;waiting_state;False;feature;
transplantation;warm_ischemia_time_min;False;feature;
transplantation_postop_untersuchung;creatinine_mg_per_dl;True;followup;latest
transplantation_postop_untersuchung;examination_date;True;metadata;keep
warteliste_niere;acceptable_mismatch_program;False;feature;
warteliste_niere;admission_date;True;feature;latest
warteliste_niere;date;True;metadata;keep
warteliste_niere;dialysis;False;feature;
warteliste_niere;dialysis_start_date;True;feature;min
warteliste_niere;dialysis_type;True;feature;latest
warteliste_niere;in_maturation;False;feature;
warteliste_niere;in_maturation_detection_date;False;feature;
warteliste_niere;kidney_base_disease_icd;True;feature;keep
warteliste_niere;kidney_base_disease_icd_text;True;feature;keep
warteliste_niere;kidney_base_disease_number;True;feature;keep
warteliste_niere;kidney_base_disease_text;True;feature;keep
warteliste_niere;living_donor;False;metadata
warteliste_niere;number_of_any_transplants;False;feature;
warteliste_niere;poss_donor_domino;True;feature;latest
warteliste_niere;poss_donor_enbloc;True;feature;latest
warteliste_niere;poss_donor_esp;True;feature;latest
warteliste_niere;poss_donor_extended_allocation;True;feature;latest
warteliste_niere;poss_donor_hepatitis_b_core_antibodies;False;feature
warteliste_niere;poss_donor_hepatitis_b_surface_antigens;True;feature;latest
warteliste_niere;poss_donor_hepatitis_c_antibodies;False;feature;
warteliste_niere;poss_donor_malign_tumor;True;feature;latest
warteliste_niere;poss_donor_max_age;True;feature;latest
warteliste_niere;poss_donor_mengitis;True;feature;latest
warteliste_niere;poss_donor_min_age;True;feature;latest
warteliste_niere;poss_donor_sepsis;True;feature;latest
warteliste_niere;poss_donor_substance_abuse;True;feature;latest
warteliste_niere;pre_existing_disease;False;feature;
warteliste_niere;program;False;feature
warteliste_niere;rejection_no_capacity;False;feature;
warteliste_niere;waiting_state;True;feature;latest
warteliste_niere;waiting_state_full;True;feature;latest
warteliste_niere;waiting_state_reason;True;metadata;latest
